"","YPLLRate","HealthBadDaysMentAvg","HospPrevRate","Income20thpcntl","InjuryDeathRate","LBWPct","LifeExpect","MammAnnualPct","PhysInactPct","SmokersPct","UnemployedPct","UninsAdultPct","VaccinatedPct"
"253",5979.0385488,3.747920009,2715,23500,89.822860963,9.2190889371,82.021473515,37,17.1,13.488872927,2.6885043263,11.245247148,47
"255",5065.2397259,3.305896862,942,33260,63.687506634,10.38647343,83.891454363,36,16.7,12.483216724,3.0288065844,5.8307617346,47
"256",11527.326743,4.1446115961,2416,14953,122.22548157,11.095890411,75.81977446,24,25.5,15.554174957,4.387254902,12.775130474,32
"260",7444.7768164,4.009770308,2375,18989,106.05222249,8.434318953,78.042945564,37,20.4,14.599282442,3.9391286782,12.691140965,40
"261",6376.3000347,3.5974090497,2728,26393,75.709852106,9.2460593417,79.767451855,42,12.8,14.664503351,3.1844618802,12.413658793,48
"263",3549.3631603,2.9354180083,3171,58227,50.920709702,8.4917458729,84.02041569,49,10.6,10.723985989,2.8613260824,4.4641449772,54
"264",3056.914357,3.3913853186,1140,42610,49.208228504,8.9979550102,90.122324738,47,12,12.546902347,2.7315160052,13.754270876,52
"265",7452.7999235,3.8038994739,2906,29585,89.958544637,9.5871496295,78.802510615,36,16.4,14.264909913,3.9361108804,9.3010872497,46
"266",5547.1423056,3.3867680998,2563,44263,60.276797399,8.326848249,81.575938294,42,18.7,12.732064686,2.8403395041,8.4071070389,41
"267",7921.092859,3.8477510234,2658,20169,107.9502159,8.8563727378,77.625509142,36,20.8,15.569836581,5.2014078999,10.464104091,44
"268",5862.1568417,3.4180289968,2290,33831,73.296037582,8.5547290117,80.708841407,38,14.1,13.763628695,3.2113057668,16.581583377,44
"270",5326.0224228,3.6415470712,1627,29990,82.650136639,11.304347826,85.955398956,39,14.2,14.168644525,2.6822627811,11.579678508,46
"271",4523.0166869,3.8031258022,2620,25106,80.111670814,10.040983607,83.260934365,42,14.5,14.971350569,2.5880857247,11.652794293,44
"273",12091.589567,3.842639252,2630,16514,174.79356277,9.8159509202,75.436501771,37,21.4,13.173637306,6.529209622,9.0118806143,27
"275",5396.588212,3.433300466,2427,36676,77.208835694,8.4805306473,80.81213649,42,13.9,12.320125467,3.0271479946,7.7734277201,51
"277",6570.6464091,3.8342549869,4352,25425,101.70552339,7.9439252336,80.153064862,28,20.7,14.119193893,2.0280811232,17.029352227,35
"278",5552.6253588,3.6833394744,1736,31146,80.014771958,7.5142934931,82.154493758,38,13.6,14.778477805,3.0257704652,12.82546935,47
"279",6308.482581,3.7774330344,2308,19462,70.936892439,11.826086957,85.182784154,36,18.1,14.969632987,2.6358806702,13.84305835,46
"280",5076.9195733,3.5838697568,2433,28730,71.09147576,8.4992797221,81.563008042,46,13.1,12.667672587,2.8130541519,8.3910381335,54
"281",14036.946265,3.90992639,5223,16548,160.6674747,10.054644809,74.712104472,38,30.1,15.036140121,4.7321972002,14.068594486,27
"282",5562.699211,3.6997223591,3957,22637,78.949257159,8.0200501253,80.091985413,25,21.8,14.783170586,2.4458700882,10.301605954,42
"283",7642.8015024,3.7500777341,3179,20509,90.079433682,7.9826732673,78.567136636,42,23.4,15.533597307,2.914857801,12.407962912,43
"284",7097.4499069,3.7450573425,3157,21784,102.97017058,8.0649127121,78.833064131,39,15.6,15.635450965,4.0901919537,11.38266317,48
"286",7545.1927166,3.6835711195,3425,23861,98.019695833,8.7520259319,79.854587345,29,21.6,14.581587317,3.6548357303,11.666666667,44
"287",9029.4488187,4.287849149,2207,20537,127.25069912,9.0019569472,78.328969595,32,21.6,15.905568407,4.7383415804,15.55084456,39
"288",7173.6265236,3.9966218164,2341,21410,127.3590367,7.7022653722,79.818703427,40,17.6,15.431181265,3.6689303131,14.584604655,46
"289",8133.2228051,3.8606827512,2961,24301,98.086259456,6.8633952255,78.159061329,39,21.5,14.186067013,2.9320706611,14.938816076,42
"290",9826.4893594,4.2059016575,5465,11847,99.037917374,9.1816367265,75.744471859,32,22.5,16.209473009,4.9797336422,13.14096119,44
"292",7012.4629911,3.3598986358,1973,31306,111.00575842,11.838790932,82.015000694,36,17.9,12.853324383,2.8916106455,9.2932953663,43
"294",3079.4454101,3.2563527597,1566,38964,75.27666985,9.8544232923,93.361728874,45,13.6,12.266772787,3.8458153657,12.700151694,54
"295",8230.32404,3.9940808726,5154,19076,86.459164671,7.0507308684,76.777451712,28,21.4,15.038081079,3.3192422107,17.520460746,31
"296",9771.1791666,4.3193149805,3511,18529,109.02348189,9.9876885195,76.496100233,41,22.1,16.428117379,4.9083148909,10.036565376,53
"297",6568.273311,3.6668539504,2516,23358,92.0838577,7.7071290944,80.152242323,39,18.9,14.133557756,4.4498948844,10.196292257,20
"298",9648.195131,3.8634622277,5389,14394,127.66701644,11.727748691,76.446730754,31,21.2,14.193381545,4.8378522063,16.016909347,29
"299",5682.8573781,3.6686373534,1358,33000,69.581539856,8.4516565247,83.337153109,47,10.2,14.35470545,2.6992209067,9.3153625954,57
"304",3410.8622735,3.3661081867,1606,35078,46.825433465,12.525773196,96.753066993,51,10.8,13.712538017,2.2227201434,11.938299543,55
"305",7155.2610407,3.4988687894,3628,29604,86.274119423,12.460063898,81.345857299,33,15.3,12.294382438,3.7072168208,8.9262099974,39
"306",9054.905988,3.7277362823,2219,24167,94.266158449,7.2948328267,78.669167341,43,29.9,13.539430209,2.4186046512,10.782080486,19
"307",5794.0427557,3.7164058872,3197,31426,73.067635304,8.124153734,80.400819165,43,18.6,13.748363782,3.0068364692,11.328294911,50
"308",5556.8386311,3.7907899567,3649,22564,75.17904483,6.9486404834,80.101184283,41,21.3,14.277809153,2.0351676978,15.532921062,14
"309",4529.394379,3.0440698167,3794,35012,51.781582327,7.5480837726,82.707272226,48,17.7,10.157896011,3.9555543538,10.749918143,52
"310",6084.2882079,3.6805720315,4247,28360,70.580872986,8.5261950287,80.295570423,51,21.6,11.356248016,4.2430134973,6.4803143494,54
"311",5932.976938,3.5842598558,3635,34478,79.610259663,6.5327140549,80.432443126,47,20.8,12.063141174,3.8223474965,6.0183142597,54
"312",5466.1101854,3.6457930327,4402,35465,76.976932579,6.2836238433,81.10542525,48,19.4,11.316440612,3.5099593889,4.7495612531,56
"313",6218.7764347,3.7821709018,4231,26702,75.145314697,8.0582982254,80.13563462,45,21.7,12.843951967,4.396976983,6.8258762677,53
"314",6399.7834388,3.4507546226,4332,30274,77.711176421,7.28580701,79.875299951,46,20.9,12.350839725,3.9508813281,5.964243206,50
"321",6823.5713755,4.4764717547,5058,17196,62.502847943,9.8970625157,79.130398872,47,23.5,16.380852086,3.271466954,13.705625518,46
"322",10068.402091,4.6285162411,4966,24318,78.367652134,9.5178197065,75.303626385,38,33.4,22.731956418,3.3869744713,14.793957864,40
"323",9720.5068307,4.8163587624,5756,22754,92.507039293,8.2014031167,76.079137779,37,30.6,22.708204482,3.9753055988,17.940277239,39
"324",10390.223848,4.8570323459,7074,15811,107.88761953,11.164581328,75.170652818,34,33.2,22.940737775,3.2820240623,16.071298123,33
"325",8820.0983655,4.5327458877,4963,24194,102.3835046,7.8982118294,77.739450445,40,26.8,16.866412293,3.5240347414,15.323388639,40
"326",6339.0523989,4.1419373838,5286,24339,64.826618339,9.5103950981,81.19630142,36,25,14.593792551,3.3698702582,19.864073291,35
"327",10649.098248,4.772104959,7492,17065,78.634789686,8.024691358,74.240281392,34,40.9,22.384885446,4.1125541126,18.244170096,22
"328",8115.1485863,4.5349353943,4780,22746,70.793666898,8.612109483,80.79011746,54,26.2,15.760805711,4.0096965597,19.198827553,49
"329",11763.370312,4.9083994387,4771,18671,126.38789798,8.1778265642,75.553575225,45,34.8,19.587156047,5.1988535325,18.018833244,43
"330",7659.1940487,4.6410676868,4810,29466,81.797192943,8.1701732263,77.897888334,38,28.4,19.886004808,3.2810794535,13.586218601,38
"331",5204.643879,3.8867715115,3493,30264,77.911275517,7.0019067891,86.061144123,51,23.2,14.441909851,3.437251552,26.454740523,50
"332",10346.03331,4.9122664702,8203,19754,95.770197819,10.259122158,75.419834367,41,36.9,23.294815312,3.7440758294,15.050816793,38
"334",10796.459766,5.1917979069,5742,15648,127.1657924,9.2678405931,75.110643606,34,44.9,24.651650474,4.226571973,19.113226453,30
"335",9656.6382404,4.2720324586,5911,23418,96.192972313,9.837140064,76.227375354,41,26.4,19.790158358,3.573478407,15.736024073,43
"336",9782.5172693,4.3645832212,5292,24329,80.337442804,10.160821404,75.738253218,37,29.5,20.245830172,3.5423749811,13.548804208,37
"337",7549.7034441,4.6267228582,4514,25536,78.338627069,7.7087033748,79.985405788,51,26.3,17.427531782,4.0444378359,17.046100819,46
"338",8765.344425,4.2626727395,4514,18026,89.92195453,8.6036671368,77.370527385,36,31.8,19.523046263,3.4504132231,20.344765667,32
"339",9926.2317023,4.6988261038,6430,17994,70.346696311,12.072593372,76.449865974,42,35.4,20.373594507,4.572972973,20.00630368,33
"340",8968.3750377,4.8470690011,6870,20624,114.40731292,7.6691729323,77.43241115,41,35.9,21.253157716,3.7560052409,18.583704317,31
"342",9692.1440267,4.3308064151,5642,21259,82.367182918,6.2052505967,75.959517843,38,34.9,20.209306763,4.4103234237,15.550433839,39
"343",9930.5630528,4.634579934,6465,13505,77.249360937,9.5628415301,76.168511307,41,38.6,22.128517406,4.2364990689,18.548016542,37
"344",6848.0053276,4.4037667903,7502,16960,83.21957558,7.2583678074,79.839042987,36,35.3,19.168882474,5.3134600068,25.764828304,36
"345",8548.2935987,4.6837448963,6468,18093,82.487916023,7.3856688677,78.132554066,33,35.1,19.793274032,6.0709019809,34.065561257,30
"346",8733.9346063,4.5536746195,5489,21569,110.54653287,8.6412840612,77.250497167,43,31.5,19.215223075,4.5199744554,18.934828171,40
"347",9561.8221683,4.8460795565,6189,18822,98.82611929,8.4197097752,78.375228005,40,33.3,18.734961392,4.814652336,22.450451193,38
"348",6871.6871571,4.4083136767,5272,23799,70.26240591,8.9293799997,79.273951547,36,23.1,17.455544372,3.3826747679,16.991698187,41
"349",9908.2141862,4.8611530945,4012,14766,98.465578075,7.5090252708,74.805072876,34,37.6,20.857747225,3.9667764571,18.698866437,39
"350",6882.7112621,4.5335817089,3621,23684,96.821170504,8.0949137148,81.218766478,42,25.6,15.487215591,4.279306955,19.564170784,49
"351",10331.298583,4.2945151239,7204,16210,98.652709441,8.9164785553,74.736815638,44,37.2,23.055297094,3.9676205678,18.159954524,37
"352",9864.2944048,4.5786606578,5129,19497,89.401013211,11.024498886,76.642323623,39,26.6,19.575053118,3.7441777141,15.507364975,32
"354",7814.4581498,4.1417108122,4749,23804,108.24824216,8.6675002233,79.084255565,54,29,16.845825454,3.5131671314,18.315293051,50
"355",7344.1000555,4.3462110116,4308,24851,92.754606113,8.2112834734,82.259787122,51,24.8,14.343887724,3.3949644571,21.81322772,49
"356",6313.7659926,4.0509145963,4826,20764,49.900199601,9.5420207743,79.758837145,40,21.8,17.327578634,3.3474507775,12.489691439,41
"357",10525.156235,4.9558888976,5823,17294,123.17297575,8.6847748392,75.215879692,40,36.9,23.61738764,3.8343377053,21.451569627,34
"359",9616.2010143,4.600840583,6278,13356,78.152136158,12.212643678,75.868538954,40,33.1,20.686696695,3.8922155689,17.002942413,36
"360",7935.2432893,4.4406893032,4187,25320,101.74043472,7.3282632058,81.247671672,41,24.4,15.218624112,3.3890773272,19.091835417,46
"361",10928.146608,4.5523098666,4759,20621,142.45854697,8.8046913991,76.103238934,47,33,18.665004178,4.2911025003,18.772102052,43
"362",7075.6716376,4.0047429879,4521,24949,86.542128784,7.0533642691,81.884451044,47,22.5,14.321281404,3.5005865775,19.179762454,48
"363",5314.1337506,4.2285599655,7118,19002,50.801362036,8.5227144552,82.214618629,28,24.5,16.479410011,3.8515812165,24.346351186,25
"364",7595.9345321,4.2750892994,4066,29198,103.17964406,6.7146749708,80.374171198,32,23,17.172898463,2.6199042091,22.288778118,35
"365",9369.1873976,4.3663488418,5098,30229,99.446365755,8.1393250316,77.266690348,47,24.6,19.388869012,3.2097218742,14.328265591,49
"366",8033.6879395,3.87553777,4905,27649,81.562908249,7.8728275575,77.958049244,42,28.1,18.468031092,2.9448426301,15.865752577,38
"367",10182.585343,4.9423149238,9091,19512,97.489038669,7.5242718447,76.242083138,41,37.5,21.460209258,3.7294456688,27.439867293,38
"368",6255.9696775,4.0279547975,5186,23942,59.71043174,8.7093124456,80.323594344,32,24.6,15.599881132,3.180254879,18.531859984,40
"369",6628.4335598,4.32597478,6798,23201,59.394612719,8.2282590125,79.799673247,34,30.9,17.791410063,3.628617517,19.981028338,37
"370",6931.0624528,4.1516750525,4410,25375,85.412800842,8.4748242132,82.286989505,48,23.4,15.916105958,3.5634551931,20.656369491,49
"371",8713.9277844,4.7031779949,5246,22320,100.59038276,8.2437482035,77.862033422,42,29.9,18.629613172,3.8390744149,18.467890927,43
"372",8090.5776136,4.3511481407,5096,22164,98.986937729,8.3209308619,79.109106814,40,24.4,16.411541985,3.2804685978,16.608268111,44
"373",8155.6395586,4.7733571618,7012,22122,75.238291956,8.4165316656,78.497148438,43,28.8,19.135508961,4.0688313992,19.395048316,43
"374",12710.036006,4.9377448113,7245,14946,124.97596616,10.43956044,73.948960121,45,36.8,23.620471789,4.8086504041,21.320608589,37
"375",7192.9009008,4.4137185302,5310,31825,71.497109691,7.7261021057,77.847643427,42,29.7,19.218047737,3.320356089,15.15619719,39
"376",7266.1413877,4.0210102724,3013,26696,90.784830248,7.007472658,81.888685397,51,22,15.030472177,3.3668726534,18.676470588,50
"377",6064.8264917,4.0586436951,4527,27530,62.565034707,7.7917627266,80.590877859,35,20.3,15.642006468,3.173661167,12.185465124,43
"378",5738.5835846,3.901437624,3663,34755,67.588278698,6.9639210347,81.503100354,51,21.1,15.059046719,2.8739370665,12.7467146,49
"379",7702.5003647,4.4114632001,5951,22024,80.353713125,8.6915401712,80.267402149,42,29.8,18.069282607,4.3783082694,20.558035714,42
"380",8446.7560689,4.0869706639,5155,26583,113.06442218,9.0580800481,80.735538018,54,21.9,12.204715406,5.0958676099,13.056118639,47
"381",9446.1181842,5.0820509641,7665,17463,95.927840442,8.951486698,75.895416119,35,37,22.567956415,3.7077545663,20.828961175,31
"382",10593.946355,4.7450017087,5804,18803,99.362274854,9.7725875845,75.399222077,40,34.6,23.787929353,3.8465941614,18.221971619,33
"383",16884.745639,4.5709973461,6820,17899,109.17748576,10.301953819,68.510900608,37,32.2,23.264138474,3.4047109208,15.55319901,38
"384",9435.706498,4.5627292802,4633,21247,93.259704992,8.6428487207,76.904578722,45,28.9,18.360185779,3.737388484,17.502324017,42
"385",8328.0715254,4.2311721894,5428,28574,90.942731167,7.9413034096,76.539180953,36,29.9,19.240291999,3.1150538363,14.820299596,38
"386",7320.8536055,4.452088544,6816,23264,72.880566593,7.3828050864,78.668445954,38,31.7,21.240024187,3.0870643519,20.478825119,38
"387",10029.745499,4.8605458786,6438,16441,95.814995859,7.8235294118,73.737468207,31,35.6,22.898720423,3.8205645161,19.779201729,31
"388",9669.0902695,4.2975712831,7237,16888,93.023255814,9.7064110246,75.209436817,35,37.9,20.18941483,4.3454223795,23.820958601,31
"392",10135.292221,4.2515303365,4560,13672,68.953019126,12.624254473,74.864320886,39,26.2,19.817938403,5.0387596899,19.420776667,41
"394",8517.2620788,3.8172886435,5278,27029,70.797653563,7.3134728932,76.6202987,39,28.8,17.083548591,3.2850119753,20.991871592,46
"395",8278.2214889,3.8149371178,6686,24058,79.460973695,7.9554317549,76.632297258,39,32.1,19.176366416,3.779458424,21.710424351,48
"396",10149.884857,4.3699526895,5991,13437,50.062286799,13.625,73.911810764,37,38.5,20.562497546,5.8823529412,20.753737542,37
"397",11728.357568,4.2234426415,5256,13764,77.817738238,12.201885746,74.088262434,41,29.8,20.009497322,4.1594222282,23.660353649,43
"398",10978.8272,4.0743929951,5329,14242,79.337842193,13.270980789,74.324891381,46,31.2,19.066923251,4.5208923308,17.925278678,42
"401",9327.4529812,4.127222148,5818,14037,79.627037232,9.1743119266,74.873547977,41,30,18.906866407,3.9324247587,23.404019096,38
"402",8094.2857431,3.6797321008,4627,26030,66.503363962,7.3131955485,76.147113485,42,29.7,16.512096342,3.4027311395,14.822081513,42
"403",7875.8548831,4.4251121515,6884,15978,53.096633191,10.058577406,77.064323444,40,28.1,19.37250384,4.1809988534,20.208867329,48
"404",12288.659928,4.3539433102,5367,16338,101.69161796,12.357320099,73.524130781,32,26.6,20.506947721,5.9997864845,18.911065229,28
"405",10786.871489,3.9949276633,5151,20570,111.73653701,10.288461538,73.805512814,41,26.9,19.249375017,4.0394638868,18.140291112,38
"406",9265.4166084,4.3494094374,5724,12338,68.59352103,10.772833724,76.936390509,42,32.2,23.637893693,4.2553191489,21.502209131,30
"407",7720.8850868,3.8316341884,4582,26692,57.985734751,7.4874010079,78.122863667,43,34,16.875882229,4.1559431894,16.339807058,42
"409",9151.1131731,3.9956728518,4235,22142,84.017409509,8.1106161841,75.165854785,37,35.9,18.040925947,4.0084502465,19.382645804,40
"410",7804.6358822,3.8191170357,4463,24730,72.883004707,8.2610491532,77.486966919,42,31.5,14.998338274,3.4201954397,15.55645202,47
"411",8812.2040599,3.9344146763,6592,17592,82.758189938,8.082026538,78.3033645,43,32.6,19.322826051,4.2872008325,19.40151266,39
"412",8287.3681329,3.6670732525,4502,23154,74.837764651,10.174014769,77.907619762,47,26,17.080114225,3.7255889509,19.738389438,45
"414",12534.641897,4.175668504,6840,14342,98.193086241,7.8393881453,72.549350133,37,30.2,18.937689396,4.0907790598,20.618482039,44
"415",5615.5326957,3.578508445,4084,36415,56.267227191,6.9047619048,80.057206121,38,25.2,14.563460128,3.113728266,15.442108512,48
"416",7205.761959,4.3832550591,5005,13675,46.638277685,9.8731328013,78.53593466,46,25.5,20.131694769,3.9528263522,18.773735146,49
"418",8904.3079375,4.1639592343,4867,21217,57.174504756,11.732893526,76.485656358,36,34,18.628809924,4.8995619112,24.884067098,39
"420",5620.8933435,3.2332037323,4469,33428,53.655369126,8.5812115361,80.521249362,40,22.4,12.634027364,3.3933175221,16.114814243,49
"421",10471.893429,4.1101942674,6047,14750,86.961374269,10.665362035,74.139815663,37,33.2,19.700805758,4.5165428403,24.199452977,36
"423",6261.4929069,3.542703325,3738,37607,53.486897746,7.755790221,80.091100046,40,26,13.691961598,3.4809873249,13.992122858,46
"424",9396.8944831,4.2909066566,5000,15460,88.429675137,12.314939435,75.099866366,44,39.8,19.911397209,3.7788485924,23.065446588,40
"425",6447.83232,3.7507796908,4182,30528,56.28981865,8.233441246,78.58895232,42,26.7,15.778011612,3.4256173049,15.261221486,44
"427",10526.044465,4.5493837484,9069,13053,73.766388872,13.383458647,75.812642636,46,30.6,21.317085266,4.8515799553,20.696128275,39
"428",8513.4898019,3.8483906528,3490,19690,79.831984377,9.6605744125,76.266643403,41,30.2,15.528898932,3.6258158086,17.536420961,42
"429",8843.2534117,3.5939784877,4810,32839,108.0990489,6.7103109656,76.7973347,39,24,14.59763835,3.3305647841,19.51067369,47
